source_sheet,well,sample_description_1,sample_description_2,lab_group,combined,copies_well,target,conc_copies_u_l,conc_copies_u_l_flag,inhib_lambda,inhib_e_p,dye_name_s,accepted_droplets,positives,negatives,ex_tech,ex_batch,dd_pcr,droplets,x4_or_more,notes,sample_description_3,sample_description_4,notes_2,id_lab,site_id,region,sp_code1,sp_code2,sp_code3,sp_code4,sheet_name_unbc,utm_zone,easting,northing,stream_name,species_target_form,date_time_sample,site_description_general,site_description_habitat_type,depth_sample,filter_volume_l,method_sample,method_preservation,control_blank_field,control_blank_office,control_species_present_field,comments_field,sample_ep_positives,sample_lambda_positives,qa_droplets_ok,sample_lambda_ok,sample_ep_ok,sample_inhib_status,detection_crude,detection_clean
26March18,D07,F41017,ELU1,NA,NA,NA,RAIN,0.323909193277359,NA,NA,NA,VIC,18163,5,18158,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,6.47818386554718,NA,f41017,196076_ds_ed2b,f,BT,CH,BB,RB,BT CH BB RB,10,527308,5985131,Tributary To Fraser River,BT RB CH BB,2025/09/25 08:57:19,150m downstream of culvert on Beaver FSR upstream of first beaver dam (from culvert downstream).,pool,0.1,1.6,instream,silica,FALSE,FALSE,NA,Due to shallow water depths in riffle sections sample was taken at shallow pool at the top end near where flow was entering. Two samples taken.  Fish were observed downstream of the lowest beaver dam 500m from the Fraser River. Idea is to see if we detect fish upstream of dams but downstream of the FSR. Took water quality again this morning because has been raining heavily so wanted to see if dilution was evident through conductivity which it appears it is approximately 10% less conductivity which could impact detection ability.,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,D08,F41017,ELU2,NA,10.37560999393464,NA,RAIN,0.194871306419373,NA,NA,NA,VIC,18113,3,18110,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,3.89742612838746,NA,f41017,196076_ds_ed2b,f,BT,CH,BB,RB,BT CH BB RB,10,527308,5985131,Tributary To Fraser River,BT RB CH BB,2025/09/25 08:57:19,150m downstream of culvert on Beaver FSR upstream of first beaver dam (from culvert downstream).,pool,0.1,1.6,instream,silica,FALSE,FALSE,NA,Due to shallow water depths in riffle sections sample was taken at shallow pool at the top end near where flow was entering. Two samples taken.  Fish were observed downstream of the lowest beaver dam 500m from the Fraser River. Idea is to see if we detect fish upstream of dams but downstream of the FSR. Took water quality again this morning because has been raining heavily so wanted to see if dilution was evident through conductivity which it appears it is approximately 10% less conductivity which could impact detection ability.,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,FALSE
26March18,E05,F41018,ELU1,NA,NA,NA,BULT,0,NA,NA,NA,VIC,18412,0,18412,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E06,F41018,ELU2,NA,0,NA,BULT,0,NA,NA,NA,VIC,18620,0,18620,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E07,F41018,ELU1,NA,NA,NA,BURB,0,NA,NA,NA,FAM,18378,0,18378,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E08,F41018,ELU2,NA,0,NA,BURB,0,NA,NA,NA,FAM,19363,0,19363,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E05,F41018,ELU1,NA,NA,NA,CHIN,0,NA,NA,NA,FAM,18412,0,18412,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E06,F41018,ELU2,NA,0,NA,CHIN,0,NA,NA,NA,FAM,18620,0,18620,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E07,F41018,ELU1,NA,NA,NA,RAIN,0,NA,NA,NA,VIC,18378,0,18378,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,E08,F41018,ELU2,NA,0,NA,RAIN,0,NA,NA,NA,VIC,19363,0,19363,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41018,196076_ds_ed3,f,BT,CH,BB,RB,BT CH BB RB,10,511387,5978753,NA,CH RB BT BB,2025/09/25 22:59:33,NA,NA,NA,0.25,NA,silica,FALSE,TRUE,NA,Blank at end of office session. Filter time is estimate,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,F05,F41019,ELU1,NA,NA,NA,BULT,0,NA,NA,NA,VIC,18587,0,18587,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,F06,F41019,ELU2,NA,0,NA,BULT,0,NA,NA,NA,VIC,18288,0,18288,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,F07,F41019,ELU1,NA,NA,NA,BURB,0,NA,NA,NA,FAM,17278,0,17278,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,F08,F41019,ELU2,NA,0,NA,BURB,0,NA,NA,NA,FAM,17495,0,17495,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,F05,F41019,ELU1,NA,NA,NA,CHIN,0.379833370447159,NA,NA,NA,FAM,18587,6,18581,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,7.596667408943179,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,F06,F41019,ELU2,NA,17.89174973964692,NA,CHIN,0.514754116535187,NA,NA,NA,FAM,18288,8,18280,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,10.29508233070374,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,F07,F41019,ELU1,NA,NA,NA,RAIN,0.408614963293076,NA,NA,NA,VIC,17278,6,17272,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,8.17229926586152,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,F08,F41019,ELU2,NA,9.517259746789945,NA,RAIN,0.0672480240464211,NA,NA,NA,VIC,17495,1,17494,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,1.344960480928422,NA,f41019,196085_us_ed1a,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,instream,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was instream filtration.,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,FALSE
26March18,G05,F41020,ELU1,NA,NA,NA,BULT,0,NA,NA,NA,VIC,18947,0,18947,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,G06,F41020,ELU2,NA,0,NA,BULT,0,NA,NA,NA,VIC,17732,0,17732,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,G07,F41020,ELU1,NA,NA,NA,BURB,0,NA,NA,NA,FAM,18886,0,18886,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,G08,F41020,ELU2,NA,0,NA,BURB,0,NA,NA,NA,FAM,18152,0,18152,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,0,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,G05,F41020,ELU1,NA,NA,NA,CHIN,8.97550106048584,NA,NA,NA,FAM,18947,144,18803,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,179.5100212097168,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,G06,F41020,ELU2,NA,291.23835563659657,NA,CHIN,5.58641672134399,NA,NA,NA,FAM,17732,84,17648,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,111.7283344268798,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,G07,F41020,ELU1,NA,NA,NA,RAIN,8.00068092346191,NA,NA,NA,VIC,18886,128,18758,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,160.01361846923822,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,G08,F41020,ELU2,NA,230.11508941650385,NA,RAIN,3.50507354736328,NA,NA,NA,VIC,18152,54,18098,JR,46206,18/03/2026,NA,NA,NA,GROUP 10,70.1014709472656,NA,f41020,196085_us_ed1b,f,BT,CH,BB,RB,BT CH BB RB,10,518519,5961999,Tabor Creek,BT CH RB BB,2025/09/25 15:48:21,Sample collected 30m upstream of FSR/culvert inlet on the right bank.,pool,0.1,1,grab,silica,FALSE,FALSE,FALSE,Fish observed in the same pool that was sampled. Could not sample riffle as there was standing water only.  This sample was a Grab bottle,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March18,A01,F60808,ELU1,NA,NA,NA,BULT,0,NA,N,N,VIC,17879,0,17879,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A02,F60808,ELU2,NA,0,NA,BULT,0,NA,NA,NA,VIC,17727,0,17727,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A01,F60808,ELU1,NA,NA,NA,CHIN,0,NA,NA,NA,FAM,17879,0,17879,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A02,F60808,ELU2,NA,0,NA,CHIN,0,NA,NA,NA,FAM,17727,0,17727,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A03,F60808,ELU1,NA,NA,NA,COHO,0,NA,NA,NA,FAM,17389,0,17389,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A04,F60808,ELU2,NA,0,NA,COHO,0,NA,NA,NA,FAM,18432,0,18432,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A03,F60808,ELU1,NA,NA,NA,SOCK,0,NA,NA,NA,VIC,17389,0,17389,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,A04,F60808,ELU2,NA,0,NA,SOCK,0,NA,NA,NA,VIC,18432,0,18432,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60808,196209_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,521555,5976209,Bittner Creek,CH CO SK BT,2025/10/04 16:50:38,"Sample cpllected 40m upstream of Foreman Rd.  bridge,  on the left bank.",riffle,0.1,2,instream,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B01,F60809,ELU1,NA,NA,NA,BULT,0,NA,N,N,VIC,17129,0,17129,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B02,F60809,ELU2,NA,0,NA,BULT,0,NA,NA,NA,VIC,17581,0,17581,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B01,F60809,ELU1,NA,NA,NA,CHIN,0,NA,NA,NA,FAM,17129,0,17129,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B02,F60809,ELU2,NA,0,NA,CHIN,0,NA,NA,NA,FAM,17581,0,17581,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B03,F60809,ELU1,NA,NA,NA,COHO,0,NA,NA,NA,FAM,16623,0,16623,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B04,F60809,ELU2,NA,0,NA,COHO,0,NA,NA,NA,FAM,16857,0,16857,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B03,F60809,ELU1,NA,NA,NA,SOCK,0,NA,NA,NA,VIC,16623,0,16623,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,B04,F60809,ELU2,NA,0,NA,SOCK,0,NA,NA,NA,VIC,16857,0,16857,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60809,199237_ds_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650793,5934921,Snowshoe Creek,CH CO SK BT,2025/09/12 15:37:39,"Sample collected at the tail out of the outlet pool,  approximately 30m downstream of the culvert on the left bank",riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy sampling with Al recording. Time was not stopped when reservoir was emptied for the last liter so filter time is not accurate.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,C01,F60810,ELU1,NA,NA,NA,BULT,0,NA,N,N,VIC,19659,0,19659,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60810,199237_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650777,5934830,Snowshoe Creek,CH CO SK BT,2025/09/12 16:00:03,Sample collected 5m upstream of culvert. Right bank.,riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy filtering. Al on notes,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,C02,F60810,ELU2,NA,0,NA,BULT,0,NA,NA,NA,VIC,19968,0,19968,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60810,199237_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650777,5934830,Snowshoe Creek,CH CO SK BT,2025/09/12 16:00:03,Sample collected 5m upstream of culvert. Right bank.,riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy filtering. Al on notes,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,C01,F60810,ELU1,NA,NA,NA,CHIN,0,NA,NA,NA,FAM,19659,0,19659,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60810,199237_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650777,5934830,Snowshoe Creek,CH CO SK BT,2025/09/12 16:00:03,Sample collected 5m upstream of culvert. Right bank.,riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy filtering. Al on notes,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March18,C02,F60810,ELU2,NA,0,NA,CHIN,0,NA,NA,NA,FAM,19968,0,19968,JR,46206,18/03/2026,NA,NA,NA,GROUP 8,0,NA,f60810,199237_us_ed1,f,BT,CH,CO,SK,BT CH CO SK,10,650777,5934830,Snowshoe Creek,CH CO SK BT,2025/09/12 16:00:03,Sample collected 5m upstream of culvert. Right bank.,riffle,0.1,3,instream,silica,FALSE,FALSE,NA,Lucy filtering. Al on notes,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
